hhid,round,comment,offtakeevent,s6q36a,s6q36b,s6q37,s6q38,s6q38b,s6q38c,s6q38d,s6q39,s6q40,s6q41,s6q41b,s6q41b16,s6q42,s6q42_r6,s6q43,s6q43b,s6q43c,s6q43d
14049,6,0,1,2015,February,Goat/Sheep,Sold,,,,3,3,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,12000,Yes,
14049,7,,1,2019,January,Goat,Gave as dowry,,,,3,,Cultural reasons/dowry,,,,,,,,1
14050,3,0,1,2011,May,Goat/Sheep,Sold,,,,3,3,For regular cash/income,,,Within the location,,,8600,Yes,
14050,5,0,1,2013,February,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3300,Yes,
14050,5,0,2,2013,July,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,6500,Yes,
14050,6,0,1,2015,April,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,4000,Yes,
14050,7,,1,2020,November,Goat,Sold,,,,3,,School fees/sick child/other consumption,,,,,4000,12000,,1
14051,5,0,1,2013,August,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,4500,Yes,
14052,4,0,1,2012,September,Goat/Sheep,Sold,,,,2,2,Help others in bad times,,,Within the sub-location,,,6200,Yes,
14054,4,0,1,2012,June,Goat/Sheep,Sold,,,,7,7,School fees/sick child/other consumption,,,Within the sub-location,,,21000,Yes,
14054,6,0,1,2014,November,Goat/Sheep,Sold,,,,10,0,School fees/sick child/other consumption,,,,A livestock trader within the village,,30000,Yes,
14054,7,,1,2020,November,Sheep,Gave as dowry,,,,3,,Cultural reasons/dowry,,,,,,,,1
14054,7,,1,2020,May,Goat,Gave as dowry,,,,12,,Cultural reasons/dowry,,,,,,,,2
14054,7,,2,2020,November,Goat,Gave as dowry,,,,12,,Spread risks of loss,,,,,,,,2
14055,6,0,1,2014,November,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,,A livestock trader passing by my village,,4000,Yes,
14055,7,,1,2020,June,Goat,Gave as dowry,,,,1,,Cultural reasons/dowry,,,,,,,,1
14055,7,,1,2020,June,Sheep,Gave as dowry,,,,2,,Cultural reasons/dowry,,,,,,,,1
14056,1,,2,2009,September,Goat/Sheep,Pay debt,,,,5,2,Cultural reasons/dowry,,,Within the sub-location,,500,,,
14056,1,,1,2009,August,Goat/Sheep,Pay debt,,,,4,3,Cultural reasons/dowry,,,Within the sub-location,,500,,,
14056,2,,1,2010,August,Goat/Sheep,Sold,,,,4,0,Pay debt,,,Within the location,,2000,,,
14056,2,,2,2010,September,Goat/Sheep,Loaned,,,,6,0,Help others in bad times,,,Within the location,,2500,,,
14056,4,0,3,2012,September,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,,5400,Yes,
14056,4,0,2,2012,June,Goat/Sheep,Sold,,,,5,5,School fees/sick child/other consumption,,,Within the location,,,14000,Yes,
14056,4,0,1,2012,April,Goat/Sheep,Gave as gifts,,,,7,7,Cultural reasons/dowry,,,Within the location,,,21000,Yes,
14056,6,0,1,2014,December,Goat/Sheep,Sold,,,,3,2,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,6000,Yes,
14056,6,0,3,2015,July,Goat/Sheep,Sold,,,,5,2,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,10000,Yes,
14056,6,0,2,2015,March,Goat/Sheep,Sold,,,,4,1,Weak/poor performance,,,,A livestock trader passing by my village,,8000,Yes,
14057,4,0,1,2012,April,Camel,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the sub-location,,,60000,Yes,
14057,6,0,3,2015,January,Goat/Sheep,Pay debt,,,,3,0,Pay debt,,,,,,9600,Yes,
14057,6,0,4,2015,March,Goat/Sheep,Sold,,,,6,2,For regular cash/income,,,,A livestock trader within the village,,15000,Yes,
14057,6,0,1,2014,October,Goat/Sheep,Sold,,,,3,1,For regular cash/income,,,,A livestock trader passing by my village,,7500,Yes,
14057,6,0,2,2014,December,Goat/Sheep,Sold,,,,4,2,For regular cash/income,,,,A livestock trader passing by my village,,12000,Yes,
14057,7,,1,2019,February,Goat,Sold,,,,2,,Coping with drought (need money to buy food/necessities duing drought),,,,,1750,3500,,2
14057,7,,2,2020,July,Goat,Sold,,,,2,,For regular cash/income,,,,,2500,5000,,2
14058,1,,2,2009,August,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1000,,,
14058,1,,1,2009,June,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14058,6,0,2,2015,September,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,5000,Yes,
14058,6,0,1,2015,February,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,4200,Yes,
14058,7,,1,2020,July,Sheep,Sold,,,,50,,School fees/sick child/other consumption,,,,,3500,175000,,1
14058,7,,1,2020,July,Goat,Sold,,,,150,,School fees/sick child/other consumption,,,,,3500,525000,,1
14058,7,,1,2020,October,Camel,Sold,,,,4,,School fees/sick child/other consumption,,,,,50000,200000,,1
14059,1,,2,2008,November,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1000,,,
14059,1,,1,2008,October,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14060,1,,2,2009,May,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1000,,,
14060,1,,1,2009,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14060,2,,1,2010,July,Goat/Sheep,Gave as gifts,,,,2,0,Help others in bad times,,,Within the location,,2000,,,
14060,2,,2,2010,August,Goat/Sheep,Loaned,,,,2,0,Help others in bad times,,,Within the location,,2500,,,
14060,3,0,1,2011,January,Camel,Loaned,,,,1,0,For regular cash/income,,,Within the sub-location,,,20000,Yes,
14060,5,0,1,2012,December,Goat/Sheep,Sold,,,,5,5,For regular cash/income,,,Within the location,,,15000,Yes,
14060,6,0,2,2015,August,Goat/Sheep,Sold,,,,2,1,Weak/poor performance,,,,A livestock trader within the village,,4000,Yes,
14060,6,0,1,2015,January,Goat/Sheep,Exchange,,,,1,1,For regular cash/income,,,,,,3500,Yes,
14061,1,,1,2008,November,Goat/Sheep,Sold,,,,3,1,For regular cash/income,,,Within the location,,600,,,
14061,1,,2,2008,December,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the location,,1000,,,
14061,5,0,2,2013,July,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,7000,Yes,
14061,5,0,1,2013,February,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3200,Yes,
14061,6,0,1,2014,December,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,8000,Yes,
14061,6,0,2,2015,April,Goat/Sheep,Sold,,,,3,2,For regular cash/income,,,,A livestock trader passing by my village,,6000,Yes,
14061,7,,1,2019,February,Goat,Sold,,,,4,,Coping with drought (need money to buy food/necessities duing drought),,,,,1000,4000,,4
14061,7,,4,2020,November,Goat,Sold,,,,4,,Coping with drought (need money to buy food/necessities duing drought),,,,,1000,4000,,4
14061,7,,2,2020,May,Goat,Sold,,,,4,,Coping with drought (need money to buy food/necessities duing drought),,,,,1000,4000,,4
14061,7,,3,2020,July,Goat,Sold,,,,4,,Coping with drought (need money to buy food/necessities duing drought),,,,,1000,4000,,4
14062,4,0,1,2012,May,Camel,Gave as gifts,,,,2,2,Cultural reasons/dowry,,,Within the district,,,80000,Yes,
14062,5,0,1,2013,May,Camel,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,40000,Yes,
14062,5,0,2,2013,April,Goat/Sheep,Sold,,,,4,2,School fees/sick child/other consumption,,,Within the location,,,12000,Yes,
14062,6,0,1,2015,April,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,5400,Yes,
14062,7,,3,2020,December,Goat,Sold,,,,3,,Coping with drought (need money to buy food/necessities duing drought),,,,,1000,3000,,3
14062,7,,2,2020,October,Goat,Sold,,,,3,,Coping with drought (need money to buy food/necessities duing drought),,,,,1500,4500,,3
14062,7,,1,2020,September,Goat,Sold,,,,3,,Coping with drought (need money to buy food/necessities duing drought),,,,,1233.333374,3700,,3
14064,1,,1,2008,.a,Goat/Sheep,Gave as gifts,,,,1,0,Help others in bad times,,,Within the sub-location,,400,,,
14064,3,0,1,2011,January,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3200,Yes,
14064,6,0,1,2015,August,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,,A livestock trader passing by my village,,4200,Yes,
14065,4,0,1,2012,May,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,2500,Yes,
14065,5,0,1,2012,November,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,3600,Yes,
14065,5,0,2,2013,February,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3500,Yes,
14065,6,0,2,2015,August,Goat/Sheep,Sold,,,,5,4,School fees/sick child/other consumption,,,,Small livestock market,,9000,Yes,
14065,6,0,3,2015,September,Goat/Sheep,Sold,,,,10,4,School fees/sick child/other consumption,,,,Small livestock market,,19000,Yes,
14065,6,0,1,2015,July,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,5000,Yes,
14066,3,0,1,2010,December,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3000,Yes,
14066,4,0,1,2012,January,Goat/Sheep,Gave as gifts,,,,1,1,Help others in bad times,,,Within the location,,,2800,No,
14066,4,0,2,2012,August,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,7800,Yes,
14066,5,0,1,2013,June,Goat/Sheep,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,,12100,Yes,
14066,6,0,2,2014,November,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,A livestock trader passing by my village,,4000,Yes,
14066,6,0,1,2014,December,Goat/Sheep,Sold,,,,3,3,For regular cash/income,,,,A livestock trader passing by my village,,9000,Yes,
14067,4,0,1,2012,August,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,3000,Yes,
14067,5,0,1,2013,February,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,7200,Yes,
14068,1,,3,2009,July,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14068,1,,2,2009,January,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,700,,,
14068,1,,1,2008,November,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14068,3,0,1,2010,December,Goat/Sheep,Gave as gifts,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,1500,Yes,
14069,3,0,1,2011,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,2800,Yes,
14071,1,,2,2009,January,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1500,,,
14071,1,,1,2008,December,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1000,,,
14071,2,,1,2009,October,Camel,Gave as gifts,,,,1,0,For regular cash/income,,,Within the location,,15000,,,
14071,2,,3,2010,March,Goat/Sheep,Gave as gifts,,,,5,3,Pay debt,,,Within the sub-location,,1500,,,
14071,2,,2,2010,January,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,1500,,,
14071,3,0,1,2010,December,Goat/Sheep,Loaned,,,,17,10,For regular cash/income,,,Within the location,,,19000,Yes,
14071,3,0,2,2011,March,Goat/Sheep,Exchange,,,,8,8,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,8000,Yes,
14073,1,,3,2009,March,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,800,,,
14073,1,,2,2009,January,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,500,,,
14073,1,,1,2008,December,Goat/Sheep,Sold,,,,5,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,500,,,
14073,2,,1,2010,July,Goat/Sheep,Sold,,,,8,4,For regular cash/income,,,Within the location,,1200,,,
14073,3,0,1,2010,December,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,2400,Yes,
14073,4,0,4,2012,March,Goat/Sheep,Hirb (animals givendue to loss),,,,4,4,Help others in bad times,,,Within the sub-location,,,12800,Yes,
14073,4,0,2,2011,December,Goat/Sheep,Pay debt,,,,2,0,Pay debt,,,Within the sub-location,,,5400,Yes,
14073,4,0,1,2011,December,Camel,Sold,,,,1,0,Cultural reasons/dowry,,,Within the location,,,38000,Yes,
14073,4,0,3,2012,January,Goat/Sheep,Exchange,,,,5,5,Cultural reasons/dowry,,,Within the location,,,15000,Yes,
14073,5,0,1,2013,June,Goat/Sheep,Sold,,,,2,1,Cultural reasons/dowry,,,Within the location,,,4000,Yes,
14073,5,0,2,2013,August,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,2500,Yes,
14074,2,,1,2010,June,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,3000,,,
14075,3,0,1,2011,April,Goat/Sheep,Exchange,,,,1,1,Help others in bad times,,,Within the sub-location,,,2000,Yes,
14075,6,0,1,2015,March,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,2500,Yes,
14075,6,0,2,2015,September,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,2400,Yes,
14075,7,,1,2020,May,Goat,Pay debt,,,,1,,Pay debt,,,,,,,,1
14076,4,0,3,2011,December,Goat/Sheep,Pay debt,,,,3,3,Pay debt,,,Within the district,,,9000,Yes,
14076,4,0,2,2012,August,Goat/Sheep,Sold,,,,3,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,7200,Yes,
14076,4,0,1,2012,April,Goat/Sheep,Sold,,,,5,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,12500,Yes,
14076,5,0,1,2013,January,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,7000,Yes,
14076,5,0,2,2013,September,Goat/Sheep,Gave as gifts,,,,2,2,Help others in bad times,,,Within the sub-location,,,7200,Yes,
14076,6,0,2,2014,December,Goat/Sheep,Sold,,,,3,1,For regular cash/income,,,,A livestock trader passing by my village,,9000,Yes,
14076,6,0,1,2014,October,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,,A livestock trader within the village,,4200,Yes,
14077,4,0,2,2012,August,Goat/Sheep,Sold,,,,3,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,9000,Yes,
14077,4,0,1,2012,February,Goat/Sheep,Gave as gifts,,,,2,2,Help others in bad times,,,Within the sub-location,,,7000,Yes,
14077,4,0,3,2012,February,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3800,Yes,
14081,1,,1,2008,October,Goat/Sheep,Exchange,,,,16,3,Cultural reasons/dowry,,,Outside the district,,3000,,,
14082,2,,1,2010,June,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,1100,,,
14082,3,0,1,2011,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,2200,Yes,
14082,4,0,1,2011,December,Goat/Sheep,Sold,,,,3,3,Help others in bad times,,,Within the district,,,9000,Yes,
14082,5,0,1,2013,February,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the location,,,3900,Yes,
14082,5,0,2,2013,August,Goat/Sheep,Gave as gifts,,,,1,1,Help others in bad times,,,Within the sub-location,,,3400,Yes,
14082,6,0,1,2015,March,Goat/Sheep,Sold,,,,3,3,For regular cash/income,,,,A livestock trader passing by my village,,12000,Yes,
14083,6,0,1,2014,October,Goat/Sheep,Sold,,,,4,4,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,12000,Yes,
14085,3,0,1,2011,August,Goat/Sheep,Gave as gifts,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,4000,No,
14086,2,,1,2010,February,Goat/Sheep,Sold,,,,6,0,School fees/sick child/other consumption,,,Within the sub-location,,1300,,,
14086,4,0,1,2012,March,Goat/Sheep,Gave as gifts,,,,2,0,School fees/sick child/other consumption,,,Within the location,,,4000,Yes,
14086,4,0,2,2011,December,Goat/Sheep,Gave as gifts,,,,2,1,Help others in bad times,,,Within the location,,,4000,Yes,
14087,1,,1,2009,April,Goat/Sheep,Gave as gifts,,,,2,0,Cultural reasons/dowry,,,Within the district,,1000,,,
14087,3,0,2,2011,April,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,1700,Yes,
14087,3,0,1,2010,December,Goat/Sheep,Gave as gifts,,,,3,2,For regular cash/income,,,Within the location,,,2700,Yes,
14087,7,,1,2020,May,Goat,Sold,,,,6,,School fees/sick child/other consumption,,,,,3000,18000,,1
14088,1,,1,2009,June,Goat/Sheep,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,Within the sub-location,,1000,,,
14088,2,,1,2010,April,Goat/Sheep,Sold,,,,3,1,Help others in bad times,,,Within the district,,1500,,,
14088,3,0,1,2011,July,Goat/Sheep,Sold,,,,2,2,Cultural reasons/dowry,,,Within the sub-location,,,5000,Yes,
14089,1,,1,2009,January,Goat/Sheep,Sold,,,,6,0,School fees/sick child/other consumption,,,Within the sub-location,,1000,,,
