hhid,round,comment,Loan_ID,s14q60a,s14q60,s14q60b,s14q61,s14q61b,s14q61c,s14q79,s14q81,s14q81b,s14q82,s14q62,s14q62_r2,s14q66,s14q65c,s14q66a,s14q66_r23,s14q64,s14q65a,s14q65b,s14q67,s14q68a,s14q68b,s14q69,s14q70,s14q70b,s14q92,s14q92b,s14q93,s14q94,s14q80,s14q91
9059,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2,,1,,Trader,,,,,,,,,,4,2000,,,2000,No,,,No,,,500,Food,,,,,,,
9061,2,,11,,,,Food,,Yes,,,,,,7,1600,,,1600,No,,,No,,,1600,,,,,,,,
9061,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2,,1,,Trader,,,,,,,,,,6,2000,,,2000,No,,,No,,,0,Food,,,,,,,
9062,2,,11,,,,Food,,Yes,,,,,,9,2400,,,2400,No,,,No,,,0,,,,,,,,
9062,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2,,1,,Private (family/friend etc.),,,,,,,,,,10,5000,,,5000,No,,,No,,,4000,Food,,,,,,,
9063,2,,2,,Trader,,,,,,,,,,7,1000,,,1000,No,,,No,,,0,Health costs,,,,,,,
9063,2,,11,,,,Food,,Yes,,,,,,9,2000,,,2000,No,,,No,,,1000,,,,,,,,
9063,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2,,1,,Trader,,,,,,,,,,9,1000,,,1000,No,,,No,,,1000,Food,,,,,,,
9064,2,,11,,,,Food,,Yes,,,,,,10,700,,,700,No,,,No,,,300,,,,,,,,
9064,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2,,1,,Private (family/friend etc.),,,,,,,,,,10,2000,,,2000,No,,,No,,,1000,Food,,,,,,,
9065,2,,11,,,,Food,,Yes,,,,,,8,3000,,,3000,No,,,No,,,2000,,,,,,,,
9065,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2,,1,,Private (family/friend etc.),,,,,,,,,,4,1000,,,1000,No,,,No,,,500,Food,,,,,,,
9067,2,,2,,Trader,,,,,,,,,,7,2000,,,2000,No,,,No,,,2000,Food,,,,,,,
9067,2,,11,,,,Food,,Yes,,,,,,9,1500,,,1500,No,,,No,,,1500,,,,,,,,
9067,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2,,1,,Trader,,,,,,,,,,6,3000,,,3000,No,,,No,,,3000,Food,,,,,,,
9068,2,,11,,,,Food,,Yes,,,,,,8,2000,,,2000,No,,,No,,,1000,,,,,,,,
9068,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2,,1,,Trader,,,,,,,,,,4,3000,,,3000,No,,,No,,,2000,Food,,,,,,,
9069,2,,11,,,,Food,,Yes,,,,,,7,2500,,,2500,No,,,No,,,1000,,,,,,,,
9069,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2,,1,,Trader,,,,,,,,,,7,2000,,,2000,No,,,No,,,2000,Food,,,,,,,
9070,2,,11,,,,Food,,Yes,,,,,,8,2000,,,2000,No,,,No,,,2000,,,,,,,,
9070,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9071,2,,1,,Trader,,,,,,,,,,7,10000,,,10000,No,,,No,,,10000,Food,,,,,,,
9071,2,,11,,,,Food,,Yes,,,,,,9,2000,,,2000,No,,,No,,,0,,,,,,,,
9071,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9071,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9071,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9071,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9071,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9073,2,,1,,Trader,,,,,,,,,,8,1600,,,1600,No,,,No,,,1600,Food,,,,,,,
9073,2,,11,,,,Food,,Yes,,,,,,6,1000,,,1000,No,,,No,,,1000,,,,,,,,
9073,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9073,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9073,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9073,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9073,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9074,2,,1,,Trader,,,,,,,,,,6,3000,,,3000,No,,,No,,,2000,Food,,,,,,,
9074,2,,11,,,,Food,,Yes,,,,,,8,2000,,,2000,No,,,No,,,1000,,,,,,,,
9074,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9074,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9074,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9074,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9074,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9075,2,,1,,Trader,,,,,,,,,,6,5000,,,5000,No,,,No,,,5000,Food,,,,,,,
9075,2,,11,,,,Food,,Yes,,,,,,8,2000,,,2000,No,,,No,,,1000,,,,,,,,
9075,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9075,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9075,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9075,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9075,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9076,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9077,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9077,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9077,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9077,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9077,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9077,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2,,1,,Private (family/friend etc.),,,,,,,,,,6,2500,,,2500,No,,,No,,,1500,Food,,,,,,,
9078,2,,2,,Trader,,,,,,,,,,8,2500,,,2500,No,,,No,,,2500,Health costs,,,,,,,
9078,2,,11,,,,Food,,Yes,,,,,,9,1000,,,1000,No,,,No,,,1000,,,,,,,,
9078,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9079,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9079,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9079,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9079,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9079,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9079,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9080,2,,1,,Trader,,,,,,,,,,7,3000,,,3000,No,,,No,,,2000,Food,,,,,,,
9080,2,,11,,,,Food,,Yes,,,,,,9,2800,,,2800,No,,,No,,,1500,,,,,,,,
9080,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9080,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9080,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9080,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9080,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9081,2,,1,,Trader,,,,,,,,,,2,1200,,,1200,No,,,No,,,1200,Food,,,,,,,
9081,2,,11,,,,Food,,Yes,,,,,,4,5700,,,5700,No,,,No,,,0,,,,,,,,
9081,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9081,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9081,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9081,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9081,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9082,2,,1,,Trader,,,,,,,,,,5,1000,,,1000,No,,,No,,,1000,Food,,,,,,,
9082,2,,11,,,,Food,,Yes,,,,,,9,3000,,,3000,No,,,No,,,500,,,,,,,,
9082,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9082,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9082,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9082,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9082,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9083,2,,1,,Trader,,,,,,,,,,4,1800,,,1800,No,,,No,,,1800,Food,,,,,,,
9083,2,,11,,,,Food,,Yes,,,,,,8,2000,,,2000,No,,,No,,,0,,,,,,,,
9083,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9083,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9083,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9083,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9083,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9084,2,,1,,Trader,,,,,,,,,,4,1500,,,1500,No,,,No,,,1500,Food,,,,,,,
9084,2,,11,,,,Food,,Yes,,,,,,7,1200,,,1200,No,,,No,,,700,,,,,,,,
9084,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9084,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9084,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9084,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9084,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9085,2,,1,,Trader,,,,,,,,,,7,1000,,,1000,No,,,No,,,500,Food,,,,,,,
9085,2,,11,,,,Food,,Yes,,,,,,9,500,,,500,No,,,No,,,200,,,,,,,,
9085,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9085,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9085,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9085,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9085,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9086,2,,1,,Trader,,,,,,,,,,7,2000,,,2000,No,,,No,,,1000,Food,,,,,,,
9086,2,,11,,,,Food,,Yes,,,,,,9,500,,,500,No,,,No,,,200,,,,,,,,
9086,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9086,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9086,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9086,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9086,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9087,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9087,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9087,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9087,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9087,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9087,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9088,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9089,2,,1,,Trader,,,,,,,,,,4,4000,,,40000,No,,,No,,,2000,Food,,,,,,,
9089,2,,11,,,,Food,,Yes,,,,,,7,1000,,,1000,No,,,No,,,1000,,,,,,,,
9089,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9089,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9089,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9089,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9089,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9090,2,,1,,Trader,,,,,,,,,,7,2000,,,2000,No,,,No,,,0,Food,,,,,,,
9090,2,,11,,,,Food,,Yes,,,,,,9,1700,,,1700,No,,,No,,,0,,,,,,,,
9090,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9090,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9090,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9090,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9090,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9091,2,,1,,Trader,,,,,,,,,,6,2000,,,2000,No,,,No,,,2000,Food,,,,,,,
9091,2,,11,,,,Food,,Yes,,,,,,8,3000,,,3000,No,,,No,,,0,,,,,,,,
9091,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9091,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9091,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9091,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9091,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9092,2,,1,,Trader,,,,,,,,,,7,1200,,,1200,No,,,No,,,1200,Food,,,,,,,
9092,2,,11,,,,Food,,Yes,,,,,,8,1500,,,1500,No,,,No,,,0,,,,,,,,
9092,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9092,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9092,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9092,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9092,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9093,2,,1,,Trader,,,,,,,,,,7,2000,,,2000,No,,,No,,,2000,Food,,,,,,,
9093,2,,11,,,,Food,,Yes,,,,,,10,1000,,,1000,No,,,No,,,1000,,,,,,,,
9093,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9093,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9093,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9093,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9093,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9094,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9094,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9094,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9094,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9094,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9094,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9095,2,,1,,Trader,,,,,,,,,,4,1000,,,1000,No,,,No,,,1000,Food,,,,,,,
9095,2,,11,,,,Food,,Yes,,,,,,8,1600,,,1600,No,,,No,,,600,,,,,,,,
9095,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9095,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9095,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9095,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9095,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9096,2,,1,,Trader,,,,,,,,,,4,2000,,,2000,No,,,No,,,2000,Food,,,,,,,
9096,2,,11,,,,Food,,Yes,,,,,,8,3000,,,3000,No,,,No,,,1000,,,,,,,,
9096,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9096,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9096,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9096,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9096,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9097,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9097,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9097,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9097,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9097,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9097,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9098,2,,1,,Trader,,,,,,,,,,5,2000,,,2000,No,,,No,,,1000,Food,,,,,,,
9098,2,,11,,,,Food,,Yes,,,,,,8,1000,,,1000,No,,,No,,,1000,,,,,,,,
9098,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9098,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9098,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9098,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9098,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9099,2,,1,,Private (family/friend etc.),,,,,,,,,,4,1500,,,1500,No,,,No,,,0,Food,,,,,,,
9099,2,,2,,Trader,,,,,,,,,,6,2000,,,2000,No,,,No,,,1000,Food,,,,,,,
9099,2,,11,,,,Food,,Yes,,,,,,7,2000,,,2000,No,,,No,,,1000,,,,,,,,
9099,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9099,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9099,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9099,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9099,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9100,2,,1,,Trader,,,,,,,,,,7,2000,,,2000,No,,,No,,,0,Food,,,,,,,
9100,2,,11,,,,Food,,Yes,,,,,,9,1500,,,1500,No,,,No,,,600,,,,,,,,
9100,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9100,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9100,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9100,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9100,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9108,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9108,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9108,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9108,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9108,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
9108,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
10001,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
